Index,HexValue,DecimalValue,Timestamp
70355,9299,37529,2026-04-05 00:02:45.803
70356,CE5D,52829,2026-04-05 00:02:45.806
70357,F546,62790,2026-04-05 00:02:45.809
70358,E1DF,57823,2026-04-05 00:02:45.812
70359,CC96,52374,2026-04-05 00:02:45.815
70360,C384,50052,2026-04-05 00:02:45.818
70361,302F,12335,2026-04-05 00:02:45.822
70362,6D38,27960,2026-04-05 00:02:45.825
70363,3EAF,16047,2026-04-05 00:02:45.828
70364,0DA5,3493,2026-04-05 00:02:45.831
70365,011E,286,2026-04-05 00:02:45.834
70366,C1B8,49592,2026-04-05 00:02:45.837
70367,F118,61720,2026-04-05 00:02:45.840
70368,776E,30574,2026-04-05 00:02:45.844
70369,E96B,59755,2026-04-05 00:02:45.847
70370,02AF,687,2026-04-05 00:02:45.850
70371,FB62,64354,2026-04-05 00:02:45.853
70372,ADAA,44458,2026-04-05 00:02:45.856
70373,78C0,30912,2026-04-05 00:02:45.859
70374,05FF,1535,2026-04-05 00:02:45.862
70375,7380,29568,2026-04-05 00:02:45.866
70376,B1EB,45547,2026-04-05 00:02:45.869
70377,C3C7,50119,2026-04-05 00:02:45.872
70378,32F0,13040,2026-04-05 00:02:45.875
70379,6A26,27174,2026-04-05 00:02:45.878
70380,E925,59685,2026-04-05 00:02:45.881
70381,EC4F,60495,2026-04-05 00:02:45.884
70382,96B3,38579,2026-04-05 00:02:45.888
70383,3145,12613,2026-04-05 00:02:45.891
70384,BAA1,47777,2026-04-05 00:02:45.894
70385,3B0F,15119,2026-04-05 00:02:45.897
70386,6970,26992,2026-04-05 00:02:45.900
70387,CE85,52869,2026-04-05 00:02:45.903
70388,7077,28791,2026-04-05 00:02:45.906
70389,1281,4737,2026-04-05 00:02:45.910
70390,A1A6,41382,2026-04-05 00:02:45.913
70391,61E0,25056,2026-04-05 00:02:45.916
70392,A3FB,41979,2026-04-05 00:02:45.919
70393,05F4,1524,2026-04-05 00:02:45.922
70394,D789,55177,2026-04-05 00:02:45.925
70395,2602,9730,2026-04-05 00:02:45.928
70396,C7AE,51118,2026-04-05 00:02:45.932
70397,94D0,38096,2026-04-05 00:02:45.935
70398,0C8C,3212,2026-04-05 00:02:45.938
70399,BCFC,48380,2026-04-05 00:02:45.941
70400,28E7,10471,2026-04-05 00:02:45.944
70401,05DA,1498,2026-04-05 00:02:45.947
70402,4559,17753,2026-04-05 00:02:45.950
70403,CA31,51761,2026-04-05 00:02:45.954
70404,5ABC,23228,2026-04-05 00:02:45.957
70405,4E44,20036,2026-04-05 00:02:45.960
70406,995F,39263,2026-04-05 00:02:45.963
70407,008E,142,2026-04-05 00:02:45.966
70408,419F,16799,2026-04-05 00:02:45.969
70409,5304,21252,2026-04-05 00:02:45.972
70410,8238,33336,2026-04-05 00:02:45.976
70411,EE24,60964,2026-04-05 00:02:45.979
70412,AE7C,44668,2026-04-05 00:02:45.982
70413,4F14,20244,2026-04-05 00:02:45.985
70414,9CD5,40149,2026-04-05 00:02:45.988
70415,A32A,41770,2026-04-05 00:02:45.991
70416,9B95,39829,2026-04-05 00:02:45.994
70417,43CE,17358,2026-04-05 00:02:45.997
70418,4763,18275,2026-04-05 00:02:46.001
70419,02BF,703,2026-04-05 00:02:46.004
70420,082B,2091,2026-04-05 00:02:46.007
70421,8DFA,36346,2026-04-05 00:02:46.010
70422,1E57,7767,2026-04-05 00:02:46.013
70423,2061,8289,2026-04-05 00:02:46.016
70424,0A7E,2686,2026-04-05 00:02:46.019
70425,4049,16457,2026-04-05 00:02:46.023
70426,014D,333,2026-04-05 00:02:46.026
70427,5FDF,24543,2026-04-05 00:02:46.029
70428,B56C,46444,2026-04-05 00:02:46.032
70429,C9AA,51626,2026-04-05 00:02:46.035
70430,7B15,31509,2026-04-05 00:02:46.038
70431,64B9,25785,2026-04-05 00:02:46.041
70432,5E2C,24108,2026-04-05 00:02:46.045
70433,3C72,15474,2026-04-05 00:02:46.048
70434,2E4C,11852,2026-04-05 00:02:46.051
70435,A601,42497,2026-04-05 00:02:46.054
70436,F26D,62061,2026-04-05 00:02:46.057
70437,5B87,23431,2026-04-05 00:02:46.060
70438,FE04,65028,2026-04-05 00:02:46.063
70439,05C3,1475,2026-04-05 00:02:46.067
70440,241E,9246,2026-04-05 00:02:46.070
70441,2A31,10801,2026-04-05 00:02:46.073
70442,302B,12331,2026-04-05 00:02:46.076
70443,95E4,38372,2026-04-05 00:02:46.079
70444,9D98,40344,2026-04-05 00:02:46.082
70445,1DDC,7644,2026-04-05 00:02:46.085
70446,138A,5002,2026-04-05 00:02:46.089
70447,CF47,53063,2026-04-05 00:02:46.092
70448,08F7,2295,2026-04-05 00:02:46.095
70449,B0D5,45269,2026-04-05 00:02:46.098
70450,7138,28984,2026-04-05 00:02:46.101
70451,8AFA,35578,2026-04-05 00:02:46.104
70452,4E0C,19980,2026-04-05 00:02:46.107
70453,16FE,5886,2026-04-05 00:02:46.111
70454,003C,60,2026-04-05 00:02:46.114
70455,AFE4,45028,2026-04-05 00:02:46.117
70456,E84C,59468,2026-04-05 00:02:46.120
70457,68DB,26843,2026-04-05 00:02:46.123
70458,0D37,3383,2026-04-05 00:02:46.126
70459,6B96,27542,2026-04-05 00:02:46.129
70460,B6C1,46785,2026-04-05 00:02:46.133
70461,D213,53779,2026-04-05 00:02:46.136
70462,FAA5,64165,2026-04-05 00:02:46.139
70463,8521,34081,2026-04-05 00:02:46.142
70464,4337,17207,2026-04-05 00:02:46.145
70465,C4A4,50340,2026-04-05 00:02:46.148
70466,FF74,65396,2026-04-05 00:02:46.151
70467,5BA8,23464,2026-04-05 00:02:46.155
70468,3805,14341,2026-04-05 00:02:46.158
70469,0F13,3859,2026-04-05 00:02:46.161
70470,B515,46357,2026-04-05 00:02:46.164
70471,74BF,29887,2026-04-05 00:02:46.167
70472,6536,25910,2026-04-05 00:02:46.170
70473,90EC,37100,2026-04-05 00:02:46.173
70474,49A3,18851,2026-04-05 00:02:46.177
70475,EAF9,60153,2026-04-05 00:02:46.180
70476,EE30,60976,2026-04-05 00:02:46.183
70477,2FAE,12206,2026-04-05 00:02:46.186
70478,5367,21351,2026-04-05 00:02:46.189
70479,1797,6039,2026-04-05 00:02:46.192
70480,FCB7,64695,2026-04-05 00:02:46.195
70481,AC54,44116,2026-04-05 00:02:46.199
70482,B429,46121,2026-04-05 00:02:46.202
70483,0DA3,3491,2026-04-05 00:02:46.205
70484,1709,5897,2026-04-05 00:02:46.208
70485,DD0C,56588,2026-04-05 00:02:46.211
70486,C5CB,50635,2026-04-05 00:02:46.214
70487,B55C,46428,2026-04-05 00:02:46.217
70488,AA26,43558,2026-04-05 00:02:46.221
70489,0850,2128,2026-04-05 00:02:46.224
70490,1EAB,7851,2026-04-05 00:02:46.227
70491,CF77,53111,2026-04-05 00:02:46.230
70492,740D,29709,2026-04-05 00:02:46.233
70493,29B9,10681,2026-04-05 00:02:46.236
70494,E488,58504,2026-04-05 00:02:46.239
70495,6D30,27952,2026-04-05 00:02:46.243
70496,B8A5,47269,2026-04-05 00:02:46.246
70497,00E4,228,2026-04-05 00:02:46.249
70498,714C,29004,2026-04-05 00:02:46.252
70499,B30F,45839,2026-04-05 00:02:46.255
70500,2176,8566,2026-04-05 00:02:46.258
70501,F654,63060,2026-04-05 00:02:46.261
70502,44F9,17657,2026-04-05 00:02:46.265
70503,27BE,10174,2026-04-05 00:02:46.268
70504,4898,18584,2026-04-05 00:02:46.271
70505,7D30,32048,2026-04-05 00:02:46.274
70506,7E40,32320,2026-04-05 00:02:46.277
70507,EA04,59908,2026-04-05 00:02:46.280
70508,55D0,21968,2026-04-05 00:02:46.283
70509,E692,59026,2026-04-05 00:02:46.287
70510,17DB,6107,2026-04-05 00:02:46.290
70511,F2D8,62168,2026-04-05 00:02:46.293
70512,ED87,60807,2026-04-05 00:02:46.296
70513,C65A,50778,2026-04-05 00:02:46.299
70514,0606,1542,2026-04-05 00:02:46.302
70515,8FB8,36792,2026-04-05 00:02:46.305
70516,5F5A,24410,2026-04-05 00:02:46.309
70517,AB43,43843,2026-04-05 00:02:46.312
70518,2E50,11856,2026-04-05 00:02:46.315
70519,5C8C,23692,2026-04-05 00:02:46.318
70520,7A91,31377,2026-04-05 00:02:46.321
70521,9BC7,39879,2026-04-05 00:02:46.324
70522,7455,29781,2026-04-05 00:02:46.327
70523,DB42,56130,2026-04-05 00:02:46.331
70524,0937,2359,2026-04-05 00:02:46.334
70525,3848,14408,2026-04-05 00:02:46.337
70526,FA40,64064,2026-04-05 00:02:46.340
70527,7582,30082,2026-04-05 00:02:46.343
70528,AE55,44629,2026-04-05 00:02:46.346
70529,39C4,14788,2026-04-05 00:02:46.349
70530,8578,34168,2026-04-05 00:02:46.352
70531,0679,1657,2026-04-05 00:02:46.356
70532,A7F3,42995,2026-04-05 00:02:46.359
70533,E0EA,57578,2026-04-05 00:02:46.362
70534,CCA0,52384,2026-04-05 00:02:46.365
70535,9328,37672,2026-04-05 00:02:46.368
70536,A336,41782,2026-04-05 00:02:46.371
70537,A431,42033,2026-04-05 00:02:46.374
70538,A960,43360,2026-04-05 00:02:46.378
70539,F6A3,63139,2026-04-05 00:02:46.381
70540,CF1E,53022,2026-04-05 00:02:46.384
70541,AB79,43897,2026-04-05 00:02:46.387
70542,5753,22355,2026-04-05 00:02:46.390
70543,2368,9064,2026-04-05 00:02:46.393
70544,CB73,52083,2026-04-05 00:02:46.396
70545,2D35,11573,2026-04-05 00:02:46.400
70546,31EC,12780,2026-04-05 00:02:46.403
70547,73A4,29604,2026-04-05 00:02:46.406
70548,D7DC,55260,2026-04-05 00:02:46.409
70549,8296,33430,2026-04-05 00:02:46.412
70550,E6FA,59130,2026-04-05 00:02:46.415
70551,2525,9509,2026-04-05 00:02:46.418
70552,9B3D,39741,2026-04-05 00:02:46.422
70553,C688,50824,2026-04-05 00:02:46.425
70554,F1CB,61899,2026-04-05 00:02:46.428
70555,9FB2,40882,2026-04-05 00:02:46.431
70556,0510,1296,2026-04-05 00:02:46.434
70557,C859,51289,2026-04-05 00:02:46.437
70558,53E7,21479,2026-04-05 00:02:46.440
70559,0A81,2689,2026-04-05 00:02:46.444
70560,CE06,52742,2026-04-05 00:02:46.447
70561,C2CB,49867,2026-04-05 00:02:46.450
70562,4C16,19478,2026-04-05 00:02:46.453
70563,45A6,17830,2026-04-05 00:02:46.456
70564,2C25,11301,2026-04-05 00:02:46.459
70565,8C1B,35867,2026-04-05 00:02:46.462
70566,F4C6,62662,2026-04-05 00:02:46.466
70567,6CAC,27820,2026-04-05 00:02:46.469
70568,A55E,42334,2026-04-05 00:02:46.472
70569,9907,39175,2026-04-05 00:02:46.475
70570,3712,14098,2026-04-05 00:02:46.478
70571,D199,53657,2026-04-05 00:02:46.481
70572,8408,33800,2026-04-05 00:02:46.484
70573,D45B,54363,2026-04-05 00:02:46.488
70574,C3F9,50169,2026-04-05 00:02:46.491
70575,267B,9851,2026-04-05 00:02:46.494
70576,AFE7,45031,2026-04-05 00:02:46.497
70577,26D9,9945,2026-04-05 00:02:46.500
70578,D2EC,53996,2026-04-05 00:02:46.503
70579,823B,33339,2026-04-05 00:02:46.506
70580,0CAA,3242,2026-04-05 00:02:46.510
70581,7E19,32281,2026-04-05 00:02:46.513
70582,E97A,59770,2026-04-05 00:02:46.516
70583,7015,28693,2026-04-05 00:02:46.519
70584,C27D,49789,2026-04-05 00:02:46.522
70585,74D8,29912,2026-04-05 00:02:46.525
70586,214E,8526,2026-04-05 00:02:46.528
70587,A21B,41499,2026-04-05 00:02:46.532
70588,2EF7,12023,2026-04-05 00:02:46.535
70589,CDDF,52703,2026-04-05 00:02:46.538
70590,3FE1,16353,2026-04-05 00:02:46.541
70591,A1A6,41382,2026-04-05 00:02:46.544
70592,51D9,20953,2026-04-05 00:02:46.547
70593,0191,401,2026-04-05 00:02:46.550
70594,79B9,31161,2026-04-05 00:02:46.554
70595,A9D0,43472,2026-04-05 00:02:46.557
70596,E480,58496,2026-04-05 00:02:46.560
70597,E340,58176,2026-04-05 00:02:46.563
70598,6E23,28195,2026-04-05 00:02:46.566
70599,75AF,30127,2026-04-05 00:02:46.569
70600,1A38,6712,2026-04-05 00:02:46.572
70601,CCF6,52470,2026-04-05 00:02:46.576
70602,050C,1292,2026-04-05 00:02:46.579
70603,2028,8232,2026-04-05 00:02:46.582
70604,E5CA,58826,2026-04-05 00:02:46.585
70605,C93E,51518,2026-04-05 00:02:46.588
70606,08D4,2260,2026-04-05 00:02:46.591
70607,F657,63063,2026-04-05 00:02:46.594
70608,E5B4,58804,2026-04-05 00:02:46.598
70609,D84B,55371,2026-04-05 00:02:46.601
70610,1D02,7426,2026-04-05 00:02:46.604
70611,296C,10604,2026-04-05 00:02:46.607
70612,EC60,60512,2026-04-05 00:02:46.610
70613,6E46,28230,2026-04-05 00:02:46.613
70614,7465,29797,2026-04-05 00:02:46.616
70615,586C,22636,2026-04-05 00:02:46.620
70616,F227,61991,2026-04-05 00:02:46.623
70617,7214,29204,2026-04-05 00:02:46.626
70618,D11F,53535,2026-04-05 00:02:46.629
70619,F0BC,61628,2026-04-05 00:02:46.632
70620,F91D,63773,2026-04-05 00:02:46.635
70621,A9B1,43441,2026-04-05 00:02:46.638
70622,FB79,64377,2026-04-05 00:02:46.642
70623,E1F8,57848,2026-04-05 00:02:46.645
70624,B442,46146,2026-04-05 00:02:46.648
70625,8117,33047,2026-04-05 00:02:46.651
70626,E1C8,57800,2026-04-05 00:02:46.654
70627,11AB,4523,2026-04-05 00:02:46.657
70628,C944,51524,2026-04-05 00:02:46.660
70629,6C3B,27707,2026-04-05 00:02:46.664
70630,33CF,13263,2026-04-05 00:02:46.667
70631,B37F,45951,2026-04-05 00:02:46.670
70632,B447,46151,2026-04-05 00:02:46.673
70633,E506,58630,2026-04-05 00:02:46.676
70634,EA77,60023,2026-04-05 00:02:46.679
70635,40DE,16606,2026-04-05 00:02:46.682
70636,4C6A,19562,2026-04-05 00:02:46.686
70637,F227,61991,2026-04-05 00:02:46.689
70638,A6DF,42719,2026-04-05 00:02:46.692
70639,2184,8580,2026-04-05 00:02:46.695
70640,515D,20829,2026-04-05 00:02:46.698
70641,2FEA,12266,2026-04-05 00:02:46.701
70642,4A54,19028,2026-04-05 00:02:46.704
70643,C67A,50810,2026-04-05 00:02:46.707
70644,5F40,24384,2026-04-05 00:02:46.711
70645,A0B9,41145,2026-04-05 00:02:46.714
70646,E9EC,59884,2026-04-05 00:02:46.717
70647,D193,53651,2026-04-05 00:02:46.720
70648,73B3,29619,2026-04-05 00:02:46.723
70649,8D1A,36122,2026-04-05 00:02:46.726
70650,2BDD,11229,2026-04-05 00:02:46.729
70651,E40E,58382,2026-04-05 00:02:46.733
70652,DB73,56179,2026-04-05 00:02:46.736
70653,B18E,45454,2026-04-05 00:02:46.739
70654,BA0A,47626,2026-04-05 00:02:46.742
70655,A426,42022,2026-04-05 00:02:46.745
70656,36D1,14033,2026-04-05 00:02:46.748
70657,221B,8731,2026-04-05 00:02:46.751
70658,8304,33540,2026-04-05 00:02:46.755
70659,6F0A,28426,2026-04-05 00:02:46.758
70660,B166,45414,2026-04-05 00:02:46.761
70661,4B77,19319,2026-04-05 00:02:46.764
70662,40EE,16622,2026-04-05 00:02:46.767
70663,D0AD,53421,2026-04-05 00:02:46.770
70664,5CA9,23721,2026-04-05 00:02:46.773
70665,36AD,13997,2026-04-05 00:02:46.777
70666,3865,14437,2026-04-05 00:02:46.780
70667,5C27,23591,2026-04-05 00:02:46.783
70668,E449,58441,2026-04-05 00:02:46.786
70669,FF92,65426,2026-04-05 00:02:46.789
70670,D670,54896,2026-04-05 00:02:46.792
70671,0A94,2708,2026-04-05 00:02:46.795
70672,AC67,44135,2026-04-05 00:02:46.799
70673,017A,378,2026-04-05 00:02:46.802
70674,8746,34630,2026-04-05 00:02:46.805
70675,B651,46673,2026-04-05 00:02:46.808
70676,0456,1110,2026-04-05 00:02:46.811
70677,C790,51088,2026-04-05 00:02:46.814
70678,8EFB,36603,2026-04-05 00:02:46.817
70679,6195,24981,2026-04-05 00:02:46.821
70680,BD48,48456,2026-04-05 00:02:46.824
70681,A2A9,41641,2026-04-05 00:02:46.827
70682,395C,14684,2026-04-05 00:02:46.830
70683,DC2B,56363,2026-04-05 00:02:46.833
70684,4F41,20289,2026-04-05 00:02:46.836
70685,2361,9057,2026-04-05 00:02:46.839
70686,8DC5,36293,2026-04-05 00:02:46.843
70687,A319,41753,2026-04-05 00:02:46.846
70688,B7A2,47010,2026-04-05 00:02:46.849
70689,20D2,8402,2026-04-05 00:02:46.852
70690,7D83,32131,2026-04-05 00:02:46.855
70691,41BC,16828,2026-04-05 00:02:46.858
70692,2163,8547,2026-04-05 00:02:46.861
70693,E58C,58764,2026-04-05 00:02:46.865
70694,FE72,65138,2026-04-05 00:02:46.868
70695,377F,14207,2026-04-05 00:02:46.871
70696,1A18,6680,2026-04-05 00:02:46.874
70697,EE04,60932,2026-04-05 00:02:46.877
70698,8B34,35636,2026-04-05 00:02:46.880
70699,3FCA,16330,2026-04-05 00:02:46.883
70700,2477,9335,2026-04-05 00:02:46.887
70701,9E78,40568,2026-04-05 00:02:46.890
70702,4E3A,20026,2026-04-05 00:02:46.893
70703,FAE0,64224,2026-04-05 00:02:46.896
70704,C950,51536,2026-04-05 00:02:46.899
70705,7035,28725,2026-04-05 00:02:46.902
70706,0E0B,3595,2026-04-05 00:02:46.905
70707,02A5,677,2026-04-05 00:02:46.909
70708,F193,61843,2026-04-05 00:02:46.912
70709,4524,17700,2026-04-05 00:02:46.915
70710,7733,30515,2026-04-05 00:02:46.918
70711,2B87,11143,2026-04-05 00:02:46.921
70712,577B,22395,2026-04-05 00:02:46.924
70713,2501,9473,2026-04-05 00:02:46.927
70714,4250,16976,2026-04-05 00:02:46.931
70715,AFDC,45020,2026-04-05 00:02:46.934
70716,FB79,64377,2026-04-05 00:02:46.937
70717,A6FC,42748,2026-04-05 00:02:46.940
70718,565E,22110,2026-04-05 00:02:46.943
70719,9051,36945,2026-04-05 00:02:46.946
70720,C544,50500,2026-04-05 00:02:46.949
70721,5A61,23137,2026-04-05 00:02:46.953
70722,80AB,32939,2026-04-05 00:02:46.956
70723,3A4E,14926,2026-04-05 00:02:46.959
70724,6A1B,27163,2026-04-05 00:02:46.962
70725,97BB,38843,2026-04-05 00:02:46.965
70726,24DB,9435,2026-04-05 00:02:46.968
70727,858C,34188,2026-04-05 00:02:46.971
70728,AC72,44146,2026-04-05 00:02:46.975
70729,7F19,32537,2026-04-05 00:02:46.978
70730,6F81,28545,2026-04-05 00:02:46.981
70731,027E,638,2026-04-05 00:02:46.984
70732,C98D,51597,2026-04-05 00:02:46.987
70733,6216,25110,2026-04-05 00:02:46.990
70734,319A,12698,2026-04-05 00:02:46.993
70735,5B25,23333,2026-04-05 00:02:46.997
70736,B87E,47230,2026-04-05 00:02:47.000
70737,68C8,26824,2026-04-05 00:02:47.003
70738,18B5,6325,2026-04-05 00:02:47.006
70739,D8E7,55527,2026-04-05 00:02:47.009
70740,311B,12571,2026-04-05 00:02:47.012
70741,7E38,32312,2026-04-05 00:02:47.015
70742,0415,1045,2026-04-05 00:02:47.019
70743,E795,59285,2026-04-05 00:02:47.022
70744,3C1B,15387,2026-04-05 00:02:47.025
70745,671E,26398,2026-04-05 00:02:47.028
70746,67D2,26578,2026-04-05 00:02:47.031
70747,EB4E,60238,2026-04-05 00:02:47.034
70748,7A98,31384,2026-04-05 00:02:47.037
70749,634A,25418,2026-04-05 00:02:47.041
70750,C420,50208,2026-04-05 00:02:47.044
70751,3A0C,14860,2026-04-05 00:02:47.047
70752,20EE,8430,2026-04-05 00:02:47.050
70753,88D0,35024,2026-04-05 00:02:47.053
70754,8079,32889,2026-04-05 00:02:47.056
70755,2EEF,12015,2026-04-05 00:02:47.059
70756,B389,45961,2026-04-05 00:02:47.062
70757,1EB6,7862,2026-04-05 00:02:47.066
70758,9B95,39829,2026-04-05 00:02:47.069
70759,D3A4,54180,2026-04-05 00:02:47.072
70760,F1A3,61859,2026-04-05 00:02:47.075
70761,2601,9729,2026-04-05 00:02:47.078
70762,C514,50452,2026-04-05 00:02:47.081
70763,A79D,42909,2026-04-05 00:02:47.084
70764,7DDC,32220,2026-04-05 00:02:47.088
70765,35CF,13775,2026-04-05 00:02:47.091
70766,1FB7,8119,2026-04-05 00:02:47.094
70767,DA36,55862,2026-04-05 00:02:47.097
70768,9B82,39810,2026-04-05 00:02:47.100
70769,DADE,56030,2026-04-05 00:02:47.103
70770,2721,10017,2026-04-05 00:02:47.106
70771,49B6,18870,2026-04-05 00:02:47.110
70772,EAA5,60069,2026-04-05 00:02:47.113
70773,5156,20822,2026-04-05 00:02:47.116
70774,B5B5,46517,2026-04-05 00:02:47.119
70775,679D,26525,2026-04-05 00:02:47.122
70776,0B92,2962,2026-04-05 00:02:47.125
70777,0F45,3909,2026-04-05 00:02:47.128
70778,5D55,23893,2026-04-05 00:02:47.132
70779,0C5C,3164,2026-04-05 00:02:47.135
70780,E2B5,58037,2026-04-05 00:02:47.138
70781,7F32,32562,2026-04-05 00:02:47.141
70782,9AEA,39658,2026-04-05 00:02:47.144
70783,2F06,12038,2026-04-05 00:02:47.147
70784,E128,57640,2026-04-05 00:02:47.150
70785,B771,46961,2026-04-05 00:02:47.154
70786,02BD,701,2026-04-05 00:02:47.157
70787,B296,45718,2026-04-05 00:02:47.160
70788,E16E,57710,2026-04-05 00:02:47.163
70789,C75A,51034,2026-04-05 00:02:47.166
70790,102E,4142,2026-04-05 00:02:47.169
70791,6048,24648,2026-04-05 00:02:47.172
70792,A084,41092,2026-04-05 00:02:47.176
70793,0E2C,3628,2026-04-05 00:02:47.179
70794,AF83,44931,2026-04-05 00:02:47.182
70795,3A0B,14859,2026-04-05 00:02:47.185
70796,F3F7,62455,2026-04-05 00:02:47.188
70797,28DF,10463,2026-04-05 00:02:47.191
70798,8719,34585,2026-04-05 00:02:47.194
70799,F701,63233,2026-04-05 00:02:47.198
70800,4540,17728,2026-04-05 00:02:47.201
70801,1C0A,7178,2026-04-05 00:02:47.204
70802,7A22,31266,2026-04-05 00:02:47.207
70803,27C6,10182,2026-04-05 00:02:47.210
70804,C373,50035,2026-04-05 00:02:47.213
70805,4721,18209,2026-04-05 00:02:47.216
70806,7B8E,31630,2026-04-05 00:02:47.220
70807,E929,59689,2026-04-05 00:02:47.223
70808,A5DD,42461,2026-04-05 00:02:47.226
70809,D8CE,55502,2026-04-05 00:02:47.229
70810,944E,37966,2026-04-05 00:02:47.232
70811,E087,57479,2026-04-05 00:02:47.235
70812,86F6,34550,2026-04-05 00:02:47.238
70813,C476,50294,2026-04-05 00:02:47.242
70814,9D38,40248,2026-04-05 00:02:47.245
70815,3036,12342,2026-04-05 00:02:47.248
70816,C1F9,49657,2026-04-05 00:02:47.251
70817,3042,12354,2026-04-05 00:02:47.254
70818,731A,29466,2026-04-05 00:02:47.257
70819,5F44,24388,2026-04-05 00:02:47.260
70820,E489,58505,2026-04-05 00:02:47.264
70821,AF38,44856,2026-04-05 00:02:47.267
70822,0030,48,2026-04-05 00:02:47.270
70823,6AB1,27313,2026-04-05 00:02:47.273
70824,0D0D,3341,2026-04-05 00:02:47.276
70825,06B3,1715,2026-04-05 00:02:47.279
70826,13A0,5024,2026-04-05 00:02:47.282
70827,9C01,39937,2026-04-05 00:02:47.286
70828,6D4B,27979,2026-04-05 00:02:47.289
70829,7D20,32032,2026-04-05 00:02:47.292
70830,855C,34140,2026-04-05 00:02:47.295
70831,08F4,2292,2026-04-05 00:02:47.298
70832,E388,58248,2026-04-05 00:02:47.301
70833,50E3,20707,2026-04-05 00:02:47.304
70834,AAC7,43719,2026-04-05 00:02:47.308
70835,BA9C,47772,2026-04-05 00:02:47.311
70836,7462,29794,2026-04-05 00:02:47.314
70837,597E,22910,2026-04-05 00:02:47.317
70838,8B0F,35599,2026-04-05 00:02:47.320
70839,1676,5750,2026-04-05 00:02:47.323
70840,018F,399,2026-04-05 00:02:47.326
70841,BB8F,48015,2026-04-05 00:02:47.330
70842,4237,16951,2026-04-05 00:02:47.333
70843,D2C1,53953,2026-04-05 00:02:47.336
70844,8A31,35377,2026-04-05 00:02:47.339
70845,AC55,44117,2026-04-05 00:02:47.342
70846,D965,55653,2026-04-05 00:02:47.345
70847,199A,6554,2026-04-05 00:02:47.348
70848,30A0,12448,2026-04-05 00:02:47.352
70849,1A20,6688,2026-04-05 00:02:47.355
70850,96CC,38604,2026-04-05 00:02:47.358
70851,4431,17457,2026-04-05 00:02:47.361
70852,F981,63873,2026-04-05 00:02:47.364
70853,9A00,39424,2026-04-05 00:02:47.367
70854,5C24,23588,2026-04-05 00:02:47.370
70855,EC61,60513,2026-04-05 00:02:47.374
70856,1077,4215,2026-04-05 00:02:47.377
70857,A494,42132,2026-04-05 00:02:47.380
70858,2768,10088,2026-04-05 00:02:47.383
70859,EB18,60184,2026-04-05 00:02:47.386
70860,08C2,2242,2026-04-05 00:02:47.389
70861,3AC2,15042,2026-04-05 00:02:47.392
70862,C941,51521,2026-04-05 00:02:47.396
70863,9EAC,40620,2026-04-05 00:02:47.399
70864,F3CA,62410,2026-04-05 00:02:47.402
70865,8AAA,35498,2026-04-05 00:02:47.405
70866,8CA1,36001,2026-04-05 00:02:47.408
70867,0A47,2631,2026-04-05 00:02:47.411
70868,8529,34089,2026-04-05 00:02:47.414
70869,8EAC,36524,2026-04-05 00:02:47.417
70870,1AE1,6881,2026-04-05 00:02:47.421
70871,FD38,64824,2026-04-05 00:02:47.424
70872,5669,22121,2026-04-05 00:02:47.427
70873,25E8,9704,2026-04-05 00:02:47.430
70874,CDF6,52726,2026-04-05 00:02:47.433
70875,3AF2,15090,2026-04-05 00:02:47.436
70876,68EB,26859,2026-04-05 00:02:47.439
70877,28FB,10491,2026-04-05 00:02:47.443
70878,6A9F,27295,2026-04-05 00:02:47.446
70879,5640,22080,2026-04-05 00:02:47.449
70880,9E31,40497,2026-04-05 00:02:47.452
70881,4645,17989,2026-04-05 00:02:47.455
70882,09FC,2556,2026-04-05 00:02:47.458
70883,1C3C,7228,2026-04-05 00:02:47.461
70884,8E28,36392,2026-04-05 00:02:47.465
70885,17A5,6053,2026-04-05 00:02:47.468
70886,BAE3,47843,2026-04-05 00:02:47.471
70887,F7B3,63411,2026-04-05 00:02:47.474
70888,53A0,21408,2026-04-05 00:02:47.477
70889,11CE,4558,2026-04-05 00:02:47.480
70890,3AED,15085,2026-04-05 00:02:47.483
70891,6154,24916,2026-04-05 00:02:47.487
70892,99B0,39344,2026-04-05 00:02:47.490
70893,CA51,51793,2026-04-05 00:02:47.493
70894,AFAF,44975,2026-04-05 00:02:47.496
70895,7278,29304,2026-04-05 00:02:47.499
70896,9461,37985,2026-04-05 00:02:47.502
70897,FACF,64207,2026-04-05 00:02:47.505
70898,FAF9,64249,2026-04-05 00:02:47.509
70899,96D4,38612,2026-04-05 00:02:47.512
70900,2607,9735,2026-04-05 00:02:47.515
70901,D05C,53340,2026-04-05 00:02:47.518
70902,7944,31044,2026-04-05 00:02:47.521
70903,C206,49670,2026-04-05 00:02:47.524
70904,8154,33108,2026-04-05 00:02:47.527
70905,FCEB,64747,2026-04-05 00:02:47.531
70906,5D4B,23883,2026-04-05 00:02:47.534
70907,547A,21626,2026-04-05 00:02:47.537
70908,08BD,2237,2026-04-05 00:02:47.540
70909,8FC5,36805,2026-04-05 00:02:47.543
70910,5B9C,23452,2026-04-05 00:02:47.546
70911,0041,65,2026-04-05 00:02:47.549
70912,9A0D,39437,2026-04-05 00:02:47.553
70913,CA93,51859,2026-04-05 00:02:47.556
70914,6E80,28288,2026-04-05 00:02:47.559
70915,8C89,35977,2026-04-05 00:02:47.562
